諸,8
中,5
付,21
迄,6
候,20
仕,6
饉,1
　,26
様,13
者,16
此,4
方,5
銀,3
俄,1
ニ,29
ゟ,18
浦,3
右,13
義,8
成,3
準,1
農,5
学,1
書,1
屋,3
料,1
哉,1
々,19
助,1
口,3
米,2
之,31
人,10
約,4
盤,6
ヶ,1
調,3
り,7
分,4
数,4
立,6
類,2
賣,1
悟,1
厚,9
又,5
共,6
一,21
運,1
但,10
新,7
通,12
有,8
度,3
無,7
粗,1
ヲ,1
の,3
上,7
シ,4
以,8
も,12
入,3
判,1
】,1
ハ,22
当,1
筋,2
旨,6
ル,1
着,1
而,14
遊,1
牧,2
出,3
統,2
及,1
秋,2
賀,1
得,5
江,2
日,16
張,1
向,2
と,3
町,10
西,2
外,5
継,2
抔,1
念,1
滞,1
へ,11
布,1
其,1
少,1
時,3
聊,1
大,1
都,1
年,3
早,1
堀,1
始,4
止,1
ひ,1
餘,1
知,1
置,2
違,2
ク,2
是,2
北,2
廻,1
下,1
紛,1
渡,3
於,5
衛,1
郡,3
所,1
懸,1
別,3
申,2
當,1
迷,1
郷,2
幷,5
済,1
多,2
位,1
力,1
為,2
應,2
儀,2
前,1
後,2
顕,1
馬,1
猶,1
呼,1
折,1
在,1
宛,1
夫,1
場,1
す,1
役,2
頭,1
乞,2
条,1
改,1
等,2
趣,5
寄,5
め,1
納,3
行,1
然,1
崎,2
来,1
て,1
竟,1
船,1
會,2
全,1
弥,1
断,2
ら,1
姿,1
残,1
捕,1
認,2
尤,1
強,1
計,1
斯,1
村,9
角,1
裏,1
守,1
士,1
紙,1
魚,1
川,1
