意,60
御,5
貢,14
延,6
付,7
達,12
ニ,18
代,40
書,21
文,1
場,20
無,4
究,16
中,32
下,24
被,28
野,12
屋,2
人,20
向,2
表,2
當,9
之,18
留,4
處,8
浚,2
内,7
請,20
知,10
訴,2
服,14
難,1
物,2
申,2
弛,1
産,1
調,1
止,4
悲,5
儀,7
入,6
金,1
候,52
慮,2
寄,2
汰,2
恵,8
元,1
一,2
様,2
写,2
見,4
々,1
セ,2
味,2
給,1
テ,1
日,1
置,8
戻,1
ゟ,1
方,6
通,8
米,2
不,2
所,12
出,2
と,1
配,3
懸,4
糺,1
行,17
崎,5
判,1
役,2
得,5
成,7
手,3
約,1
来,4
目,15
合,7
足,2
送,2
督,1
丸,1
務,1
上,3
敷,1
用,1
解,5
續,2
借,1
限,7
捨,6
持,11
力,3
奉,6
取,2
職,1
事,1
法,1
義,5
公,4
可,6
居,1
も,2
道,3
諸,1
張,2
厚,1
寛,1
談,2
へ,1
免,1
支,2
繁,2
郷,1
形,1
統,1
筋,2
割,1
早,1
渡,2
有,1
傳,4
等,1
札,1
処,2
り,3
分,1
替,7
柄,1
間,1
穂,1
キ,1
継,2
簡,2
如,1
恩,2
蔵,2
祷,2
番,1
北,2
決,1
領,1
尤,2
衛,1
江,1
許,1
参,1
者,1
□,1
舌,1
勤,1
忙,1
邊,1
捕,2
断,1
年,1
飼,1
次,1
除,1
少,2
哉,3
届,1
多,1
兵,1
釋,1
国,1
費,1
銀,2
却,1
後,1
凌,1
詰,1
メ,1
切,1
同,1
兼,1
地,1
五,1
