丸,1
内,1
和,1
】,1
残,1
高,1
石,1
千,2
合,1
此,5
拾,2
　,7
十,3
ニ,1
一,7
ハ,2
辻,2
体,1
ゟ,1
同,4
下,1
據,1
銀,1
匁,1
別,1
但,1
足,1
頭,2
地,1
敷,1
斗,1
