,count(3295)
【収蔵用外箱・表紙】,2
【収蔵用外箱・背表紙,1
収蔵用外箱・背表紙】,1
医者談義　五冊 　　,1
者談義　五冊 　　　,1
談義　五冊 　　　　,1
義　五冊 　　　　　,1
　五冊 　　　　　　,1
五冊 　　　　　　富,1
冊 　　　　　　富士,1
 　　　　　　富士川,1
　　　　　　富士川本,1
　　　　　富士川本　,1
　　　　富士川本　イ,1
　　　富士川本　イ　,1
　　富士川本　イ　3,1
　富士川本　イ　39,1
富士川本　イ　395,1
【整理ラベル・富士川,8
整理ラベル・富士川本,8
理ラベル・富士川本／,8
ラベル・富士川本／イ,8
ベル・富士川本／イ／,8
ル・富士川本／イ／3,8
・富士川本／イ／39,8
富士川本／イ／395,8
士川本／イ／395】,8
【貼紙ヵ、手書き文字,1
貼紙ヵ、手書き文字】,1
【朱印・京都帝国大学,4
朱印・京都帝国大学図,4
印・京都帝国大学図書,4
・京都帝国大学図書之,4
京都帝国大学図書之印,4
都帝国大学図書之印】,4
【朱印・富士川游寄贈,4
朱印・富士川游寄贈】,4
【黒印・705823,4
黒印・705823　,4
印・705823　昭,4
・705823　昭和,4
705823　昭和1,4
05823　昭和15,4
5823　昭和15.,4
823　昭和15.9,4
23　昭和15.9.,4
3　昭和15.9.5,4
　昭和15.9.5】,4
りは天地ひらけて八十,1
は天地ひらけて八十一,1
天地ひらけて八十一万,1
地ひらけて八十一万五,1
ひらけて八十一万五千,1
らけて八十一万五千五,1
百八十二年にして今よ,1
八十二年にして今より,1
と成て今につたはれり,1
伏義より一万七千七百,1
義より一万七千七百八,1
より一万七千七百八十,1
り一万七千七百八十七,1
一万七千七百八十七年,1
万七千七百八十七年に,1
七千七百八十七年にし,1
千七百八十七年にして,1
世ならずんば用ゆべか,1
ならずんば用ゆべから,1
らずんば用ゆべからず,1
ずんば用ゆべからずと,1
んば用ゆべからずとい,1
ば用ゆべからずといへ,1
用ゆべからずといへり,1
年の後今より千五百年,1
の後今より千五百年の,1
の薬法三百九十七法の,1
薬法三百九十七法の治,1
法三百九十七法の治法,1
三百九十七法の治法を,1
百九十七法の治法を定,1
められしなりこれより,1
することに成しなり是,1
ることに成しなり是は,1
もなしいにしへは　天,1
なしいにしへは　天子,1
しいにしへは　天子よ,1
いにしへは　天子より,1
にしへは　天子より諸,1
しへは　天子より諸国,1
へは　天子より諸国へ,1
【「わろ」＝人をのの,1
「わろ」＝人をののし,1
わろ」＝人をののしっ,1
ろ」＝人をののしって,1
」＝人をののしってい,1
＝人をののしっていう,1
人をののしっていう時,1
をののしっていう時に,1
ののしっていう時に使,1
のしっていう時に使う,1
しっていう時に使う】,1
【左ページは挿絵のみ,1
左ページは挿絵のみ】,1
【右ページは挿絵のみ,1
右ページは挿絵のみ】,1
のなき所なし此故に狂,1
なき所なし此故に狂哥,1
き所なし此故に狂哥に,1
所なし此故に狂哥には,1
なし此故に狂哥にはひ,1
し此故に狂哥にはひが,1
此故に狂哥にはひがし,1
しらみ日の出医者とよ,1
らみ日の出医者とよま,1
み日の出医者とよまれ,1
さらゆるていをゑがゝ,1
らゆるていをゑがゝれ,1
ゆるていをゑがゝれ医,1
るていをゑがゝれ医道,1
ていをゑがゝれ医道の,1
なり是よりして医者の,1
り是よりして医者のふ,1
是よりして医者のふり,1
しめらるむべなるかな,1
めらるむべなるかな此,1
やかしはや人参とすゝ,1
かしはや人参とすゝめ,1
しはや人参とすゝめか,1
はや人参とすゝめかけ,1
【赤線や黒丸の書き込,1
赤線や黒丸の書き込み,1
線や黒丸の書き込みが,1
や黒丸の書き込みがあ,1
黒丸の書き込みがある,1
丸の書き込みがあるが,1
の書き込みがあるが翻,1
書き込みがあるが翻刻,1
き込みがあるが翻刻に,1
込みがあるが翻刻には,1
みがあるが翻刻には書,1
があるが翻刻には書か,1
あるが翻刻には書かず,1
るが翻刻には書かず】,1
【左ルビ・ちうげん】,1
左ルビ・ちうげん】の,1
しからば御入■■■と,1
からば御入■■■とい,1
らば御入■■■といふ,1
せしは用ゆべき用ゆべ,1
しは用ゆべき用ゆべか,1
して人参となるゆへに,1
【左ルビ・むらさき】,1
左ルビ・むらさき】あ,1
ルビ・むらさき】あり,1
す唐より渡る人参中に,1
唐より渡る人参中にも,1
また高麗の次なり三韓,1
た高麗の次なり三韓よ,1
高麗の次なり三韓より,1
といふ所あり是より出,1
いふ所あり是より出る,1
ふ所あり是より出る参,1
所あり是より出る参を,1
といひて朝鮮にまさり,1
いひて朝鮮にまさりて,1
ひて朝鮮にまさりて上,1
て朝鮮にまさりて上黨,1
朝鮮にまさりて上黨に,1
より出る人参を朝鮮に,1
て日本に売来りこれを,1
ともいふ元禄年中まで,1
徳年中より以来は唐も,1
年中より以来は唐も日,1
中より以来は唐も日本,1
より以来は唐も日本も,1
り以来は唐も日本も人,1
の物おほく今の人参は,1
物おほく今の人参は口,1
おほく今の人参は口に,1
ても三町ともゆかずし,1
も三町ともゆかずして,1
一里は日本の六町なり,1
里は日本の六町なり然,1
は日本の六町なり然れ,1
日本の六町なり然れば,1
本の六町なり然れば唐,1
の六町なり然れば唐の,1
六町なり然れば唐の五,1
町なり然れば唐の五里,1
なり然れば唐の五里は,1
り然れば唐の五里は日,1
然れば唐の五里は日本,1
れば唐の五里は日本の,1
ば唐の五里は日本の三,1
唐の五里は日本の三十,1
り唐の一両は十匁を以,1
唐の一両は十匁を以て,1
の一両は十匁を以て一,1
一両は十匁を以て一両,1
両は十匁を以て一両と,1
は十匁を以て一両とせ,1
十匁を以て一両とせり,1
匁を以て一両とせりい,1
を以て一両とせりいか,1
以て一両とせりいかに,1
て一両とせりいかにも,1
ことあるべし今見る所,1
とあるべし今見る所の,1
あるべし今見る所の独,1
るべし今見る所の独参,1
べし今見る所の独参湯,1
し今見る所の独参湯は,1
今見る所の独参湯は五,1
見る所の独参湯は五分,1
る所の独参湯は五分或,1
所の独参湯は五分或は,1
の独参湯は五分或は一,1
独参湯は五分或は一匁,1
二匁三匁をかぎりとせ,1
匁三匁をかぎりとせり,1
三匁をかぎりとせり儀,1
匁をかぎりとせり儀に,1
【左ルビ・ふきだす】,1
左ルビ・ふきだす】に,1
ルビ・ふきだす】にた,1
ビ・ふきだす】にたへ,1
・ふきだす】にたへた,1
ふきだす】にたへたり,1
きだす】にたへたり且,1
すなり無用のものなれ,1
なり無用のものなれど,1
り無用のものなれども,1
なを取はやすよしなり,1
を取はやすよしなり近,1
取はやすよしなり近比,1
はやすよしなり近比時,1
やすよしなり近比時め,1
すよしなり近比時めく,1
よしなり近比時めく医,1
しなり近比時めく医者,1
なり近比時めく医者に,1
わたりてありくいしや,1
たりてありくいしやど,1
りてありくいしやどの,1
へしたゝかなる朝鮮人,1
したゝかなる朝鮮人参,1
たゝかなる朝鮮人参に,1
してあてがふをたれも,1
の朝鮮とうけがへり■,1
朝鮮とうけがへり■■,1
鮮とうけがへり■■【,1
とうけがへり■■【去,1
うけがへり■■【去々,1
けがへり■■【去々ヵ,1
がへり■■【去々ヵ】,1
へり■■【去々ヵ】年,1
り■■【去々ヵ】年の,1
■■【去々ヵ】年の事,1
■【去々ヵ】年の事と,1
【去々ヵ】年の事とや,1
はないものゝのやうに,1
ないものゝのやうにお,1
いものゝのやうにおぼ,1
ものゝのやうにおぼへ,1
り他医にみせす此乗物,1
他医にみせす此乗物に,1
のまぎら人参を一両代,1
まぎら人参を一両代金,1
ぎら人参を一両代金十,1
ら人参を一両代金十両,1
人参を一両代金十両と,1
参を一両代金十両とか,1
を一両代金十両とかき,1
一両代金十両とかき付,1
両代金十両とかき付て,1
代金十両とかき付てや,1
金十両とかき付てやる,1
十両とかき付てやる手,1
両とかき付てやる手■,1
とかき付てやる手■【,1
かき付てやる手■【に,1
き付てやる手■【にヵ,1
付てやる手■【にヵ】,1
【牙人＝がじん、牙儈,1
牙人＝がじん、牙儈＝,1
人＝がじん、牙儈＝す,1
＝がじん、牙儈＝すあ,1
がじん、牙儈＝すあい,1
じん、牙儈＝すあい、,1
ん、牙儈＝すあい、ど,1
、牙儈＝すあい、どち,1
牙儈＝すあい、どちら,1
儈＝すあい、どちらも,1
＝すあい、どちらも売,1
すあい、どちらも売買,1
あい、どちらも売買の,1
い、どちらも売買の仲,1
、どちらも売買の仲買,1
どちらも売買の仲買人,1
ちらも売買の仲買人の,1
らも売買の仲買人のこ,1
も売買の仲買人のこと,1
売買の仲買人のこと】,1
にして六十四貫八百目,1
して六十四貫八百目千,1
て六十四貫八百目千両,1
六十四貫八百目千両の,1
十四貫八百目千両の身,1
てうわの四貫八百目諸,1
うわの四貫八百目諸道,1
わの四貫八百目諸道具,1
の四貫八百目諸道具売,1
四貫八百目諸道具売り,1
貫八百目諸道具売りて,1
また一医是も本名はい,1
た一医是も本名はいは,1
一医是も本名はいはれ,1
医是も本名はいはれぬ,1
が此通りならば乗物は,1
此通りならば乗物はさ,1
通りならば乗物はさて,1
りならば乗物はさてお,1
ならば乗物はさておき,1
て天上までも引上られ,1
天上までも引上られん,1
上までも引上られん山,1
【耆婆＝古代インドの,1
耆婆＝古代インドの名,1
婆＝古代インドの名医,1
＝古代インドの名医、,1
古代インドの名医、扁,1
代インドの名医、扁鵲,1
インドの名医、扁鵲＝,1
ンドの名医、扁鵲＝古,1
ドの名医、扁鵲＝古代,1
の名医、扁鵲＝古代中,1
名医、扁鵲＝古代中国,1
医、扁鵲＝古代中国の,1
、扁鵲＝古代中国の名,1
扁鵲＝古代中国の名医,1
鵲＝古代中国の名医】,1
【左ページ・挿絵のみ,1
左ページ・挿絵のみ】,1
【右ページ・挿絵のみ,1
右ページ・挿絵のみ】,1
つり者茶屋風呂屋晴屋,1
り子ひとり四十におよ,1
子ひとり四十におよん,1
ひとり四十におよんで,1
とり四十におよんで妻,1
り四十におよんで妻も,1
四十におよんで妻もた,1
十におよんで妻もたず,1
におよんで妻もたず至,1
およんで妻もたず至て,1
成こと世間に知られた,1
こと世間に知られたり,1
と世間に知られたり母,1
しき中に心をつくせり,1
せぬものなればくすり,1
ぬものなればくすりさ,1
ものなればくすりさへ,1
の百までもあるものと,1
百までもあるものとお,1
までもあるものとおも,1
でもあるものとおもつ,1
もあるものとおもつて,1
あるものとおもつてし,1
るものとおもつてしが,1
ものとおもつてしがみ,1
のとおもつてしがみつ,1
とおもつてしがみつゐ,1
いたさせたきとのこと,1
されといへばつゐにく,1
れといへばつゐにくす,1
といへばつゐにくすり,1
いへばつゐにくすりと,1
へばつゐにくすりとい,1
ばつゐにくすりといふ,1
つゐにくすりといふも,1
ゐにくすりといふもの,1
にまかせて三十日ばか,1
まかせて三十日ばかり,1
かせて三十日ばかりに,1
せて三十日ばかりにや,1
て三十日ばかりにやく,1
三十日ばかりにやくわ,1
十日ばかりにやくわん,1
日ばかりにやくわん屋,1
ばかりにやくわん屋の,1
かりにやくわん屋の身,1
りにやくわん屋の身代,1
にやくわん屋の身代た,1
やくわん屋の身代たゝ,1
きつぶして母もむなし,1
つぶして母もむなしく,1
いやう〳〵にして手と,1
にあはれなることは母,1
あはれなることは母の,1
とやらいふものことの,1
のやうにお医者のいは,1
やうにお医者のいはれ,1
うにお医者のいはれし,1
にお医者のいはれしな,1
お医者のいはれしなり,1
医者のいはれしなり三,1
者のいはれしなり三十,1
なりあゝふずることか,1
しらぬものなればとて,1
を病家へつかはして薬,1
病家へつかはして薬に,1
たいやつやゝもすれば,1
いやつやゝもすれば見,1
やつやゝもすれば見せ,1
に此類あるは六十六部,1
此類あるは六十六部の,1
類あるは六十六部の中,1
あるは六十六部の中に,1
六十六部は世間になふ,1
十六部は世間になふて,1
六部は世間になふても,1
部は世間になふても事,1
は世間になふても事か,1
世間になふても事かけ,1
間になふても事かけず,1
になふても事かけず医,1
なふても事かけず医者,1
ふても事かけず医者と,1
ても事かけず医者と金,1
も事かけず医者と金銀,1
は世間になふてかなは,1
世間になふてかなはぬ,1
間になふてかなはぬも,1
になふてかなはぬもの,1
なふてかなはぬもの金,1
ふてかなはぬもの金銀,1
てかなはぬもの金銀の,1
家の用心あるべきこと,1
の用心あるべきことな,1
用心あるべきことなり,1
心あるべきことなりと,1
あるべきことなりと声,1
るべきことなりと声は,1
べきことなりと声はり,1
きことなりと声はりあ,1
ことなりと声はりあげ,1
にてきけばはあ〳〵と,1
てきけばはあ〳〵とお,1
きけばはあ〳〵とおも,1
けばはあ〳〵とおもふ,1
ばはあ〳〵とおもふて,1
出ていひひろめらるゝ,1
ていひひろめらるゝな,1
いひひろめらるゝなあ,1
ひひろめらるゝなあれ,1
ひろめらるゝなあれに,1
ろめらるゝなあれにて,1
めらるゝなあれにては,1
らるゝなあれにては医,1
るゝなあれにては医者,1
ゝなあれにては医者は,1
なあれにては医者はは,1
あれにては医者ははや,1
れにては医者ははやら,1
元禄年中の人参が今あ,1
禄年中の人参が今あれ,1
年中の人参が今あれば,1
中の人参が今あればと,1
の人参が今あればとて,1
人参が今あればとて五,1
参が今あればとて五十,1
が今あればとて五十年,1
今あればとて五十年以,1
あればとて五十年以前,1
でもないものはないに,1
もないものはないにし,1
ないものはないにして,1
いとしかあい子の是が,1
れのくすりもきゝめが,1
のくすりもきゝめがな,1
くすりもきゝめがない,1
すりもきゝめがない此,1
りもきゝめがない此う,1
もきゝめがない此うへ,1
きゝめがない此うへは,1
にあらざれはならすと,1
あらざれはならすとい,1
らざれはならすといふ,1
でも是が人参といへば,1
も是が人参といへばと,1
是が人参といへばとび,1
もあるものぞうたがふ,1
あるものぞうたがふて,1
るものぞうたがふては,1
してはあぶらおけそわ,1
てはあぶらおけそわか,1
はあぶらおけそわかと,1
あぶらおけそわかとそ,1
ぶらおけそわかとそん,1
らおけそわかとそんで,1
おけそわかとそんでも,1
けそわかとそんでもな,1
【阿毘羅吽欠・あびら,1
阿毘羅吽欠・あびらう,1
毘羅吽欠・あびらうん,1
羅吽欠・あびらうんけ,1
吽欠・あびらうんけん,1
欠・あびらうんけん＝,1
・あびらうんけん＝大,1
あびらうんけん＝大日,1
びらうんけん＝大日如,1
らうんけん＝大日如来,1
うんけん＝大日如来の,1
んけん＝大日如来の真,1
けん＝大日如来の真言,1
ん＝大日如来の真言】,1
三両は今の一両とあり,1
の一両は十匁を一両と,1
一両は十匁を一両とす,1
一合たらずとなり然れ,1
合たらずとなり然れば,1
たらずとなり然れば七,1
升は七合たらずの水な,1
は七合たらずの水なり,1
にせんじつめてはあぶ,1
せんじつめてはあぶら,1
んじつめてはあぶらの,1
じつめてはあぶらのご,1
つめてはあぶらのごと,1
めてはあぶらのごとく,1
のくすりは一ふくわづ,1
くすりは一ふくわづか,1
すりは一ふくわづか一,1
りは一ふくわづか一匁,1
は一ふくわづか一匁よ,1
一ふくわづか一匁より,1
ふくわづか一匁より一,1
くわづか一匁より一匁,1
わづか一匁より一匁四,1
づか一匁より一匁四五,1
か一匁より一匁四五分,1
ず水は一合半あるひは,1
水は一合半あるひは二,1
は一合半あるひは二合,1
ことなるや此義くわし,1
となるや此義くわしく,1
なるや此義くわしく御,1
を九ふく少ければこれ,1
九ふく少ければこれを,1
かくのごとしそのほど,1
くのごとしそのほど〳,1
のごとしそのほど〳〵,1
ごとしそのほど〳〵の,1
法あるがごとしたとへ,1
あるがごとしたとへば,1
にしていひまわしてか,1
していひまわしてかち,1
ていひまわしてかちに,1
こゝかしこをいひなた,1
ゝかしこをいひなため,1
かしこをいひなためて,1
ければなりふりさはな,1
ればなりふりさはなし,1
のきびしさいらひどさ,1
きびしさいらひどさも,1
びしさいらひどさもは,1
しさいらひどさもはや,1
さいらひどさもはやこ,1
いらひどさもはやこら,1
らひどさもはやこらへ,1
ひどさもはやこらへが,1
どさもはやこらへがた,1
さもはやこらへがたく,1
もはやこらへがたく候,1
はやこらへがたく候こ,1
やこらへがたく候これ,1
こらへがたく候これ見,1
らへがたく候これ見さ,1
でくれやりますそして,1
く小僧〳〵といらへす,1
小僧〳〵といらへする,1
僧〳〵といらへする間,1
〳〵といらへする間も,1
〵といらへする間もご,1
といらへする間もござ,1
いらへする間もござら,1
らへする間もござらぬ,1
でみしらしやります是,1
みしらしやります是で,1
しらしやります是では,1
聞てまことくし扨〳〵,1
とは大にちがふたりい,1
は大にちがふたりいで,1
右の三事一々に云ひ立,1
の三事一々に云ひ立て,1
よめよといへば其まゝ,1
何をするやらと始のほ,1
をするやらと始のほと,1
するやらと始のほとは,1
るやらと始のほとはお,1
やらと始のほとはおも,1
らと始のほとはおもひ,1
と始のほとはおもひま,1
始のほとはおもひまし,1
のほとはおもひました,1
ほとはおもひましたが,1
候へ此ごとくと申に成,1
へ此ごとくと申に成た,1
此ごとくと申に成たる,1
を十四五本出して杓子,1
十四五本出して杓子も,1
四五本出して杓子もと,1
五本出して杓子もとむ,1
本出して杓子もとむる,1
で■【たヵ】つさせま,1
■【たヵ】つさせます,1
【たヵ】つさせます頭,1
たヵ】つさせます頭を,1
ヵ】つさせます頭をそ,1
】つさせます頭をそれ,1
つさせます頭をそれと,1
させます頭をそれとい,1
せます頭をそれといへ,1
ます頭をそれといへば,1
がたへませぬこなたの,1
ござれども何ともなら,1
ざれども何ともならぬ,1
れども何ともならぬあ,1
ども何ともならぬあん,1
も何ともならぬあん■,1
何ともならぬあん■■,1
ともならぬあん■■【,1
もならぬあん■■【ば,1
ならぬあん■■【ばく,1
らぬあん■■【ばくヵ,1
ぬあん■■【ばくヵ】,1
あん■■【ばくヵ】者,1
ん■■【ばくヵ】者け,1
■■【ばくヵ】者けれ,1
■【ばくヵ】者けれと,1
【ばくヵ】者けれとも,1
ならんとだましすかし,1
らんとだましすかして,1
んとだましすかしてそ,1
とだましすかしてそだ,1
だましすかしてそだて,1
ましすかしてそだてま,1
しすかしてそだてます,1
すかしてそだてますと,1
が口と大ちがひいひわ,1
口と大ちがひいひわけ,1
と大ちがひいひわけな,1
につきしとなり是月日,1
つきしとなり是月日を,1
も此通り仲景の立法は,1
此通り仲景の立法は大,1
通り仲景の立法は大法,1
り仲景の立法は大法な,1
仲景の立法は大法なり,1
の似より者二十四病あ,1
似より者二十四病あり,1
きをいとはず甚おそき,1
をいとはず甚おそきこ,1
いとはず甚おそきこと,1
とはず甚おそきことな,1
とのいましめあり此ゆ,1
のいましめあり此ゆへ,1
いましめあり此ゆへに,1
を小にし日数をのぶる,1
小にし日数をのぶる事,1
ぜしときいへることあ,1
しときいへることあり,1
ときいへることあり不,1
きいへることあり不足,1
いへることあり不足虚,1
へることあり不足虚分,1
ることあり不足虚分の,1
ことあり不足虚分の症,1
とあり不足虚分の症を,1
にはなるべからずとい,1
はなるべからずといひ,1
なるべからずといひて,1
るべからずといひて百,1
べからずといひて百日,1
からずといひて百日を,1
らずといひて百日を限,1
ずといひて百日を限り,1
するに十日ばかりにし,1
るに十日ばかりにして,1
に十日ばかりにして何,1
十日ばかりにして何の,1
日ばかりにして何のし,1
ばかりにして何のしる,1
かりにして何のしるし,1
りにして何のしるしも,1
にして何のしるしも見,1
して何のしるしも見へ,1
て何のしるしも見へざ,1
何のしるしも見へざれ,1
て利気のくすりを用ひ,1
利気のくすりを用ひし,1
そむきければ立帰りて,1
あらんとする折ふし范,1
らんとする折ふし范雲,1
んとする折ふし范雲傷,1
とする折ふし范雲傷寒,1
する折ふし范雲傷寒を,1
てしか〳〵のことあり,1
しか〳〵のことあり何,1
か〳〵のことあり何と,1
〳〵のことあり何とぞ,1
〵のことあり何とぞ此,1
のことあり何とぞ此病,1
ことあり何とぞ此病を,1
しとなげく文伯のいは,1
となげく文伯のいはく,1
なげく文伯のいはく病,1
げく文伯のいはく病を,1
く文伯のいはく病を愈,1
文伯のいはく病を愈す,1
伯のいはく病を愈すこ,1
のいはく病を愈すこと,1
いはく病を愈すことは,1
はく病を愈すことはい,1
く病を愈すことはいと,1
病を愈すことはいとや,1
を愈すことはいとやす,1
愈すことはいとやすし,1
らくは二年の後かなら,1
す死なん范雲がいはく,1
なりましてや二年をや,1
りましてや二年をやは,1
ましてや二年をやはや,1
してや二年をやはやく,1
てや二年をやはやく治,1
や二年をやはやく治し,1
二年をやはやく治した,1
年をやはやく治したき,1
をやはやく治したきと,1
やはやく治したきとい,1
はやく治したきといへ,1
やく治したきといへり,1
ぶことかぎりなし文伯,1
ことかぎりなし文伯の,1
とかぎりなし文伯のい,1
かぎりなし文伯のいは,1
ぎりなし文伯のいはく,1
ずる所は命なりといひ,1
る所は命なりといひし,1
所は命なりといひしに,1
は命なりといひしに終,1
命なりといひしに終に,1
ることあたはず此故に,1
不食の症と成て日々に,1
せず我また其ことを忘,1
ず我また其ことを忘れ,1
我また其ことを忘れて,1
また其ことを忘れて云,1
た其ことを忘れて云は,1
ざるなり然らば治すべ,1
るなり然らば治すべし,1
なり然らば治すべしや,1
り然らば治すべしやと,1
然らば治すべしやとい,1
らば治すべしやといへ,1
ば治すべしやといへば,1
して春にいたらばまさ,1
て春にいたらばまさに,1
に有といふは医の常に,1
する所ならずや然して,1
当世は医者も病家も只,1
世は医者も病家も只補,1
は医者も病家も只補ふ,1
医者も病家も只補ふと,1
者も病家も只補ふとさ,1
も病家も只補ふとさへ,1
病家も只補ふとさへい,1
家も只補ふとさへいへ,1
も只補ふとさへいへば,1
といへば人参ならで外,1
いへば人参ならで外に,1
へば人参ならで外にな,1
ば人参ならで外になき,1
人参ならで外になき物,1
参ならで外になき物の,1
ならで外になき物のや,1
らで外になき物のやう,1
気分の補薬人参の外に,1
の補たるを知らずとむ,1
補たるを知らずとむべ,1
たるを知らずとむべな,1
